molecule_chembl_id,molecule_pref_name,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,sd_pchembl,n_measurements,assay_chembl_id,assay_description,assay_type,document_chembl_id,document_journal,document_year,target_chembl_id,target_pref_name,inchi_key
CHEMBL3753736,,C=CC1O[C@]2(O)CC[C@]13C(=CC[C@@H]1[C@@H]3CC[C@]3(C)C(=O)CC[C@@H]13)C2,Ki,=,10000.0,nM,5.00,0.0000,1,CHEMBL3756956,Competitive inhibition of aromatase (unknown origin),B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,ORRNECJOVHVEPE-IWJSGQLFSA-N
CHEMBL3751987,,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CSC[C@]43CCC5=O)[C@@H]1CCC2=O,Ki,=,10000.0,nM,5.00,0.0000,1,CHEMBL3756956,Competitive inhibition of aromatase (unknown origin),B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,JRVVOLYDFLTFBD-DTQDHJKZSA-N
CHEMBL5072827,,C[C@]12CCC3C(C[C@H]4COC[C@@]35CCC(=O)C=C45)C1CCC2=O,Ki,=,10000.0,nM,5.00,0.0000,1,CHEMBL3756956,Competitive inhibition of aromatase (unknown origin),B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,SZGHYBMJLLOCIV-ADNJVOOBSA-N
CHEMBL3753997,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C(F)F)[C@@H]1CCC2=O,Ki,=,1000.0,nM,6.00,0.0000,1,CHEMBL3756957,"Time dependent inactivation of human aromatase extracted from placental microsomes using [1,2-3H]androst-4-ene-3,17-dione",B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,ACUQDKXLALFOFQ-UNTXSKPGSA-N
CHEMBL3754311,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CS)[C@@H]1CCC2=O,Ki,=,34.0,nM,7.47,0.0000,1,CHEMBL3756958,"Time dependent inhibition of human aromatase extracted from placental microsomes using using [1beta,2beta-3H]androstenedione as substrate by scintillation counting analysis",B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,KNNWZTLIWIMQIQ-BGJMDTOESA-N
CHEMBL3754469,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H]5C[C@H](O)[C@]43C5)[C@@H]1CCC2=O,Ki,=,926.0,nM,6.03,0.0000,1,CHEMBL3757112,Time dependent inactivation of human aromatase extracted from placental microsomes using [1-3H]androstenedione as substrate,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,NRJKYXRMAZMEOT-BQMHKOFESA-N
CHEMBL3754133,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H]5C[C@@H](O)[C@]43C5)[C@@H]1CCC2=O,Ki,=,870.0,nM,6.06,0.0000,1,CHEMBL3757112,Time dependent inactivation of human aromatase extracted from placental microsomes using [1-3H]androstenedione as substrate,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,NRJKYXRMAZMEOT-OAOMQUFKSA-N
CHEMBL3754275,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H]5COC[C@]43C5)[C@@H]1CCC2=O,Ki,=,17.6,nM,7.75,0.0000,1,CHEMBL3757112,Time dependent inactivation of human aromatase extracted from placental microsomes using [1-3H]androstenedione as substrate,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,KQTAMTBUQUXVAK-MFDYCWBWSA-N
CHEMBL3401050,,C[C@]1(CC#N)CC[C@H]2[C@@H](CCC3=CC(=O)CC[C@@]32C)[C@@H]1CC#N,Ki,=,10000.0,nM,5.00,0.0000,1,CHEMBL3756956,Competitive inhibition of aromatase (unknown origin),B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,IEVVRZRLNBPVMC-FSGKZVOOSA-N
CHEMBL3753258,,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@H](CCCc4ccccc4)C[C@H]3[C@@H]1CCC2=O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,YKCSZSWFPQOFBM-WRGWGIGQSA-N
CHEMBL3753824,,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@@H](CCCc4ccccc4)C[C@H]3[C@@H]1CCC2=O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,YKCSZSWFPQOFBM-CLXNEQQCSA-N
CHEMBL3753971,,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@H](CCCc4ccccc4)C[C@H]3[C@@H]1CC[C@@H]2O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,PPHFOOOWKDPIFC-LJXSUUSKSA-N
CHEMBL3752422,,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@@H](CCCc4ccccc4)C[C@H]3[C@@H]1CC[C@@H]2O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,PPHFOOOWKDPIFC-DYEKOUQNSA-N
CHEMBL3752402,,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@H](Cc4ccccc4)C[C@H]3[C@@H]1CCC2=O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,GMWWIECUBWJENW-RCPVBVNISA-N
CHEMBL3754455,,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@@H](Cc4ccccc4)C[C@H]3[C@@H]1CCC2=O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,GMWWIECUBWJENW-PNLNHXMZSA-N
CHEMBL3752556,,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@H](Cc4ccccc4)C[C@H]3[C@@H]1CC[C@@H]2O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,MTXILKCYKGXIAV-NXYDILSSSA-N
CHEMBL3753773,,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@@H](Cc4ccccc4)C[C@H]3[C@@H]1CC[C@@H]2O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,MTXILKCYKGXIAV-XEQNACSNSA-N
CHEMBL3754482,,C[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)c2ccc(O)cc21,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,YUWICAWRFGMTPC-QTEIULIJSA-N
CHEMBL3752447,,C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)c2ccc(O)cc21,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,YUWICAWRFGMTPC-UHLBHMMKSA-N
CHEMBL3753034,,C[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)[C@@H](O)CC[C@@H]23)c2ccc(O)cc21,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,GIWQIXCJHHWPIT-WWELPLAASA-N
CHEMBL3754457,,C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)[C@@H](O)CC[C@@H]23)c2ccc(O)cc21,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,GIWQIXCJHHWPIT-KVFKSIMTSA-N
CHEMBL3754150,,C[C@]12C=CC(=O)C=C1C[C@@H](Sc1ccc(Br)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,12.0,nM,7.92,0.0000,1,CHEMBL3756949,"Competitive inhibition of human aromatase extracted from placental microsomes by double reciprocal plot analysis in presence of 4-androstene-3,17-dione",B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,AUPDIIHEVFWZCK-RGJWXQDMSA-N
CHEMBL3754305,,C[C@]12CC[C@@H]3c4cc(F)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,OOBHNUCKCZMLOG-JPVZDGGYSA-N
CHEMBL1079595,,C[C@]12CC[C@@H]3c4cc(Cl)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,CESQEGKZVXLYKV-JPVZDGGYSA-N
CHEMBL189051,,C[C@]12CC[C@@H]3c4cc(Br)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,JVITVXNLPKMREE-JPVZDGGYSA-N
CHEMBL3753425,,Cc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,FWRJQALYSMXXLH-MVWRLGRASA-N
CHEMBL1627334,,C[C@]12CC[C@@H]3c4cc(F)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,HDPXSAXRLVDBIR-XSSYPUMDSA-N
CHEMBL3753928,,C[C@]12CC[C@@H]3c4cc(Cl)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,GCBCRGZIRHMTNJ-XSSYPUMDSA-N
CHEMBL1628064,,C[C@]12CC[C@@H]3c4cc(Br)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,SORISAYAZBCIQH-XSSYPUMDSA-N
CHEMBL241993,,Cc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL3751755,Eur J Med Chem,2015,CHEMBL1978,Aromatase,PAZNMSHBVDFVSA-NNYOOSKESA-N
CHEMBL3818720,,COc1ccc2c(Cc3ccccc3)c(-c3ccc(Cl)cc3)c(=O)oc2c1,Ki,=,84.0,nM,7.08,0.0000,1,CHEMBL3820549,Competitive inhibition of human placental microsomal aromatase using androgen as substrate,B,CHEMBL3817793,J Med Chem,2016,CHEMBL1978,Aromatase,MSKFMSQRCOUSSM-UHFFFAOYSA-N
CHEMBL4545917,,C(=C(\Cn1cncn1)c1ccccc1)\c1ccccc1,Ki,=,32.0,nM,7.50,0.0000,1,CHEMBL4339842,Inhibition of recombinant human CYP19A1 using DBF as substrate measured after 1 hr by fluorescence assay,B,CHEMBL4339204,Bioorg Med Chem Lett,2019,CHEMBL1978,Aromatase,JZIVAIIDXPQMJN-GZTJUZNOSA-N
CHEMBL4526477,,C(=C(/Cn1cncn1)c1ccccc1)\c1ccccc1,Ki,=,79.0,nM,7.10,0.0000,1,CHEMBL4339842,Inhibition of recombinant human CYP19A1 using DBF as substrate measured after 1 hr by fluorescence assay,B,CHEMBL4339204,Bioorg Med Chem Lett,2019,CHEMBL1978,Aromatase,JZIVAIIDXPQMJN-BOPFTXTBSA-N
CHEMBL4582591,,c1ccc(CC(Cn2ccnn2)c2ccccc2)cc1,Ki,=,290.0,nM,6.54,0.0000,1,CHEMBL4339842,Inhibition of recombinant human CYP19A1 using DBF as substrate measured after 1 hr by fluorescence assay,B,CHEMBL4339204,Bioorg Med Chem Lett,2019,CHEMBL1978,Aromatase,YWURNNACEZGBDY-UHFFFAOYSA-N
CHEMBL4450923,,Brc1ccc(/C=C(\Cn2ccnn2)c2ccc(Br)cc2)cc1,Ki,=,24.0,nM,7.62,0.0000,1,CHEMBL4339842,Inhibition of recombinant human CYP19A1 using DBF as substrate measured after 1 hr by fluorescence assay,B,CHEMBL4339204,Bioorg Med Chem Lett,2019,CHEMBL1978,Aromatase,QMYCFUVDQQINKF-RVDMUPIBSA-N
CHEMBL4468933,,Brc1ccc(/C(=C/c2ccccc2)Cn2ccnn2)cc1,Ki,=,74.0,nM,7.13,0.0000,1,CHEMBL4339842,Inhibition of recombinant human CYP19A1 using DBF as substrate measured after 1 hr by fluorescence assay,B,CHEMBL4339204,Bioorg Med Chem Lett,2019,CHEMBL1978,Aromatase,CRLOPYMQZPJDRE-FOWTUZBSSA-N
CHEMBL4441579,,Clc1ccc(/C=C(\Cn2ccnn2)c2ccc(Cl)cc2)cc1,Ki,=,8.0,nM,8.10,0.0000,1,CHEMBL4339842,Inhibition of recombinant human CYP19A1 using DBF as substrate measured after 1 hr by fluorescence assay,B,CHEMBL4339204,Bioorg Med Chem Lett,2019,CHEMBL1978,Aromatase,WFOVOZCQPARZGI-RVDMUPIBSA-N
CHEMBL4561656,,Clc1ccc(/C(=C/c2ccccc2)Cn2ccnn2)cc1,Ki,=,57.0,nM,7.24,0.0000,1,CHEMBL4339842,Inhibition of recombinant human CYP19A1 using DBF as substrate measured after 1 hr by fluorescence assay,B,CHEMBL4339204,Bioorg Med Chem Lett,2019,CHEMBL1978,Aromatase,FSGDAGLVDVZJRO-FOWTUZBSSA-N
CHEMBL4437348,,C(=C(\Cn1ccnn1)c1ccccc1)\c1ccccc1,Ki,=,100.0,nM,7.00,0.0000,1,CHEMBL4339842,Inhibition of recombinant human CYP19A1 using DBF as substrate measured after 1 hr by fluorescence assay,B,CHEMBL4339204,Bioorg Med Chem Lett,2019,CHEMBL1978,Aromatase,HRGDVJIJXNLPLL-GHRIWEEISA-N
CHEMBL4454152,,Brc1ccc(/C=C(/Cn2ccnn2)c2ccc(Br)cc2)cc1,Ki,=,450.0,nM,6.35,0.0000,1,CHEMBL4339842,Inhibition of recombinant human CYP19A1 using DBF as substrate measured after 1 hr by fluorescence assay,B,CHEMBL4339204,Bioorg Med Chem Lett,2019,CHEMBL1978,Aromatase,QMYCFUVDQQINKF-PTNGSMBKSA-N
CHEMBL4562457,,Brc1ccc(/C(=C\c2ccccc2)Cn2ccnn2)cc1,Ki,=,125.0,nM,6.90,0.0000,1,CHEMBL4339842,Inhibition of recombinant human CYP19A1 using DBF as substrate measured after 1 hr by fluorescence assay,B,CHEMBL4339204,Bioorg Med Chem Lett,2019,CHEMBL1978,Aromatase,CRLOPYMQZPJDRE-VBKFSLOCSA-N
CHEMBL4453517,,Clc1ccc(/C=C(/Cn2ccnn2)c2ccc(Cl)cc2)cc1,Ki,=,97.0,nM,7.01,0.0000,1,CHEMBL4339842,Inhibition of recombinant human CYP19A1 using DBF as substrate measured after 1 hr by fluorescence assay,B,CHEMBL4339204,Bioorg Med Chem Lett,2019,CHEMBL1978,Aromatase,WFOVOZCQPARZGI-PTNGSMBKSA-N
CHEMBL4468397,,Clc1ccc(/C(=C\c2ccccc2)Cn2ccnn2)cc1,Ki,=,81.0,nM,7.09,0.0000,1,CHEMBL4339842,Inhibition of recombinant human CYP19A1 using DBF as substrate measured after 1 hr by fluorescence assay,B,CHEMBL4339204,Bioorg Med Chem Lett,2019,CHEMBL1978,Aromatase,FSGDAGLVDVZJRO-VBKFSLOCSA-N
CHEMBL4454530,,C(=C(/Cn1ccnn1)c1ccccc1)\c1ccccc1,Ki,=,180.0,nM,6.75,0.0000,1,CHEMBL4339842,Inhibition of recombinant human CYP19A1 using DBF as substrate measured after 1 hr by fluorescence assay,B,CHEMBL4339204,Bioorg Med Chem Lett,2019,CHEMBL1978,Aromatase,HRGDVJIJXNLPLL-LGMDPLHJSA-N
CHEMBL5567780,,CCOC(=O)C(=O)Nc1ccc(/C(=C(/C)c2ccc(OC)cc2)c2ccccc2)cc1,Ki,=,33.0,nM,7.48,0.0000,1,CHEMBL5520002,Binding affinity to human aromatase assessed as inhibition constant by Cheng-Prosuff equation based analysis,B,CHEMBL5518192,Eur J Med Chem,2024,CHEMBL1978,Aromatase,CTKDEZKGOMOTBX-MOHJPFBDSA-N
CHEMBL5560949,,CCOC(=O)C(=O)Nc1ccc(/C(=C(/C)c2ccc(Cl)cc2)c2ccccc2)cc1,Ki,=,52.0,nM,7.28,0.0000,1,CHEMBL5520002,Binding affinity to human aromatase assessed as inhibition constant by Cheng-Prosuff equation based analysis,B,CHEMBL5518192,Eur J Med Chem,2024,CHEMBL1978,Aromatase,RABMVVODLIKPSL-QJOMJCCJSA-N
CHEMBL5555812,,CCOC(=O)C(=O)c1cn(CCCCCNc2ccc(C(=C(C)c3ccccc3)c3ccccc3)cc2)c2ccccc12,Ki,=,26.0,nM,7.58,0.0000,1,CHEMBL5520002,Binding affinity to human aromatase assessed as inhibition constant by Cheng-Prosuff equation based analysis,B,CHEMBL5518192,Eur J Med Chem,2024,CHEMBL1978,Aromatase,UXLQBWRNQIVOJV-UHFFFAOYSA-N
CHEMBL129795,ISOLIQUIRITIGENIN,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O,Ki,=,2800.0,nM,5.55,0.0000,1,CHEMBL5635744,Inhibition of aromatase (unknown origin) assessed as inhbition constant,B,CHEMBL5634106,Eur J Med Chem,2023,CHEMBL1978,Aromatase,DXDRHHKMWQZJHT-FPYGCLRLSA-N
CHEMBL341591,,CC12CCC(O)CC1=CCC1C2CCC2(C)C(CC3CN3)CCC12,IC50,=,7100.0,nM,5.15,0.0000,1,CHEMBL666794,Inhibition of Cytochrome P450 19A1,B,CHEMBL1133116,J Med Chem,2000,CHEMBL1978,Aromatase,KRFWHRJXDKUGAA-UHFFFAOYSA-N
CHEMBL2111947,,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2[C@H]1CN1,IC50,>,50000.0,nM,,,1,CHEMBL666794,Inhibition of Cytochrome P450 19A1,B,CHEMBL1133116,J Med Chem,2000,CHEMBL1978,Aromatase,OUKGIXVCYSGPFV-YHVBFONYSA-N
CHEMBL431859,,CCn1c(C(c2ccc(F)cc2)n2ccnc2)c(C)c2cc(Br)ccc21,IC50,=,238.1150,nM,6.62,0.0000,2,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1131917,Bioorg Med Chem Lett,1999,CHEMBL1978,Aromatase,AGDFPJBCGAJMIS-UHFFFAOYSA-N
CHEMBL113637,,CCn1cc(C(c2ccc(F)cc2)n2ccnc2)c2ccccc21,IC50,=,57.0100,nM,7.24,0.0000,2,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1131917,Bioorg Med Chem Lett,1999,CHEMBL1978,Aromatase,RHABPMUKMVYRLG-UHFFFAOYSA-N
CHEMBL112021,,Clc1ccccc1Cn1cc(Cn2ccnc2)c2ccccc21,IC50,=,53.9750,nM,7.27,0.0000,2,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1131917,Bioorg Med Chem Lett,1999,CHEMBL1978,Aromatase,DLQOBAQDLJOBKS-UHFFFAOYSA-N
CHEMBL324070,,Cc1ccc(S(=O)(=O)n2cc(C(c3ccccc3)n3ccnc3)c3ccccc32)cc1,IC50,=,5397.5550,nM,5.27,0.0000,2,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1131917,Bioorg Med Chem Lett,1999,CHEMBL1978,Aromatase,XORQZPXHOQCAFD-UHFFFAOYSA-N
CHEMBL41761,,CCn1ccc2cc(C(c3ccc(F)cc3)n3ccnc3)ccc21,IC50,=,40.6040,nM,7.39,0.0055,5,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1131917,Bioorg Med Chem Lett,1999,CHEMBL1978,Aromatase,OTIGTACSUNMYAA-UHFFFAOYSA-N
CHEMBL111868,,Cn1cc(C(c2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21,IC50,=,78.5100,nM,7.11,0.0000,2,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1131917,Bioorg Med Chem Lett,1999,CHEMBL1978,Aromatase,UAPZRTARLLMWAH-UHFFFAOYSA-N
CHEMBL111888,,CCn1cc(C(c2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21,IC50,=,51.7800,nM,7.29,0.0000,2,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1131917,Bioorg Med Chem Lett,1999,CHEMBL1978,Aromatase,LUWGVOJFHFMVCW-UHFFFAOYSA-N
CHEMBL112074,,CCn1ccc2cc(C(c3ccccc3)n3ccnc3)ccc21,IC50,=,205.0600,nM,6.69,0.0000,2,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1131917,Bioorg Med Chem Lett,1999,CHEMBL1978,Aromatase,WUILDCCEKAPXPV-UHFFFAOYSA-N
CHEMBL324326,,N#Cc1ccc(Cn2cc(Cn3ccnc3)c3ccccc32)cc1,IC50,=,50.0000,nM,7.30,0.0000,2,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1131917,Bioorg Med Chem Lett,1999,CHEMBL1978,Aromatase,LKHFSKLZJGUKJE-UHFFFAOYSA-N
CHEMBL37321,,CCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,IC50,=,6600.0,nM,5.18,0.0000,1,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1123885,J Med Chem,1987,CHEMBL1978,Aromatase,MJSMHHHXUAJMKA-UHFFFAOYSA-N
CHEMBL353068,,c1ccc2c(c1)CCC1C(c3cc[nH]n3)C21,IC50,=,51025.2500,nM,4.29,0.0000,2,CHEMBL666792,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1129578,J Med Chem,1996,CHEMBL1978,Aromatase,FIORVGNTSODCHF-UHFFFAOYSA-N
CHEMBL41066,,CCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,IC50,=,3200.0,nM,5.50,0.0000,1,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1123885,J Med Chem,1987,CHEMBL1978,Aromatase,XOABVSOETOFQEL-UHFFFAOYSA-N
CHEMBL166709,,O=C1/C(=C/c2cccnn2)CCc2ccccc21,IC50,>,250000.0,nM,,,1,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1129578,J Med Chem,1996,CHEMBL1978,Aromatase,QPJAJZLWZJXVSQ-ZRDIBKRKSA-N
CHEMBL424556,,O=C1/C(=C/c2ccnnc2)CCc2ccccc21,IC50,=,103000.0,nM,,,1,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1129578,J Med Chem,1996,CHEMBL1978,Aromatase,LZNWFUMFLATCSO-UKTHLTGXSA-N
CHEMBL1630273,,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,IC50,=,6802.5633,nM,5.17,0.0000,3,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,HGXZNIOSVPOXRE-ZEHJPDPISA-N
CHEMBL1630261,,C[C@]12CCCC=C1[C@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,50.0000,nM,7.30,0.0000,3,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1134295,J Med Chem,2001,CHEMBL1978,Aromatase,UPJODXGWEXHPEK-DQXCSHPPSA-N
CHEMBL169251,,O=C1/C(=C\c2c[nH]cn2)CCc2ccccc21,IC50,=,170.0,nM,6.77,0.0000,1,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1129578,J Med Chem,1996,CHEMBL1978,Aromatase,SEHNFQNDEFTGRO-XFFZJAGNSA-N
CHEMBL168636,,O=C1/C(=C/c2cccnc2)CCc2ccccc21,IC50,=,9202.2500,nM,5.04,0.0000,2,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1129578,J Med Chem,1996,CHEMBL1978,Aromatase,FQGOMCZTOHRVAC-GXDHUFHOSA-N
