model,r2,rmse,mae,time_s,fingerprint,split
Random Forest,0.13857442,1.161546689537316,0.8790434002876282,29.08634114265442,substructure,kennard_stone
Lasso Regression,0.05306822,1.2182447902443578,1.019907832145691,0.5387189388275146,klekota_roth,random
ElasticNet,0.13442963,1.1647330279467805,0.9733945727348328,2.152456045150757,klekota_roth,random
Decision Tree,0.236923417528862,1.0936019366785514,0.7610970309012373,1.469438076019287,klekota_roth,random
Bayesian Ridge,0.4092129,0.9622562012981772,0.7537816166877747,1.3226618766784668,klekota_roth,random
PLS Regression,0.3889799606702537,0.9785948695638236,0.7659784442107501,0.5906181335449219,klekota_roth,random
Ridge Regression,0.38844526,0.9790229624275358,0.7733814716339111,0.2342293262481689,klekota_roth,random
Gradient Boosting,0.445990197277238,0.9318240866280244,0.7365197109960618,17.8872013092041,klekota_roth,random
XGBoost,0.49193317,0.8923508502916184,0.6526418328285217,16.308714151382446,klekota_roth,random
SVR (RBF),0.47151738,0.910103039147932,0.6825767159461975,0.3993661403656006,klekota_roth,random
SVR (Linear),0.33475548,1.0210942823646518,0.788837194442749,4.469821929931641,klekota_roth,random
k-Nearest Neighbors,0.38022947,0.9855772578469688,0.7361664175987244,0.0653426647186279,klekota_roth,random
MLP Regressor,0.4527555,0.9261171077783812,0.707700252532959,19.07280468940735,klekota_roth,random
AdaBoost,0.1999534906998629,1.119780305674953,0.9341996812427498,5.509628534317017,klekota_roth,random
Random Forest,0.5263118,0.8616313443854465,0.6560115218162537,125.58369326591492,klekota_roth,random
Lasso Regression,0.008950055,1.2141642740174132,1.008389949798584,0.6079838275909424,klekota_roth,kennard_stone
ElasticNet,0.04131794,1.1941722841967013,0.9887836575508118,2.3944292068481445,klekota_roth,kennard_stone
Decision Tree,0.2259107759729917,1.0730629153476543,0.7298103270491934,2.273874521255493,klekota_roth,kennard_stone
Bayesian Ridge,0.3521793,0.9816509581757084,0.7923458218574524,1.301677942276001,klekota_roth,kennard_stone
PLS Regression,0.3167144212435169,1.0081631113031977,0.8128964698332624,0.6864557266235352,klekota_roth,kennard_stone
Ridge Regression,0.3774382,0.9623230969739388,0.7732919454574585,0.2319071292877197,klekota_roth,kennard_stone
Gradient Boosting,0.3219587967392269,1.00428671591525,0.8171130498415203,19.31622338294983,klekota_roth,kennard_stone
XGBoost,0.37518758,0.9640609716468208,0.6678735017776489,16.07118821144104,klekota_roth,kennard_stone
SVR (RBF),0.3735482,0.9653248996500132,0.7409266233444214,0.4596402645111084,klekota_roth,kennard_stone
SVR (Linear),0.27441186,1.0389024424787938,0.8122717142105103,5.607941627502441,klekota_roth,kennard_stone
k-Nearest Neighbors,0.2935276,1.0251260470601384,0.7896530628204346,0.0623559951782226,klekota_roth,kennard_stone
MLP Regressor,0.4390697,0.91344861666231,0.6771776676177979,18.81863164901733,klekota_roth,kennard_stone
AdaBoost,0.0934565430647569,1.1612453529124296,0.9655534105240434,10.916120529174805,klekota_roth,kennard_stone
Random Forest,0.44839633,0.90582281765161,0.7044273018836975,124.43433499336244,klekota_roth,kennard_stone
Lasso Regression,0.114212215,1.1782570560016603,0.985063910484314,3.080047130584717,cdk,random
ElasticNet,0.24431813,1.088290183967895,0.8988474607467651,5.921761751174927,cdk,random
Decision Tree,0.3106434836452908,1.0394345546580903,0.7477975665286689,12.137067079544067,cdk,random
Bayesian Ridge,0.47441155,0.907607574444818,0.6966637372970581,6.291490793228149,cdk,random
PLS Regression,0.4298337067693307,0.945313755219716,0.7217686476327562,1.573671579360962,cdk,random
Ridge Regression,0.22002017,1.105648012757369,0.815410852432251,0.5715572834014893,cdk,random
Gradient Boosting,0.477358541247866,0.9050595104348262,0.6938844040694832,65.01336717605591,cdk,random
XGBoost,0.5368836,0.8519620745371151,0.613917350769043,26.458260536193848,cdk,random
SVR (RBF),0.52995217,0.8583140673527594,0.6369724273681641,0.5602400302886963,cdk,random
SVR (Linear),0.06592709,1.2099449273651983,0.8617237210273743,32.32115650177002,cdk,random
k-Nearest Neighbors,0.41763896,0.9553694641479956,0.6897549033164978,0.104264497756958,cdk,random
MLP Regressor,0.5326362,0.8558599892513521,0.6181367039680481,25.091602087020878,cdk,random
AdaBoost,0.3155393691918203,1.0357368885770797,0.852924852295567,25.39366555213928,cdk,random
Random Forest,0.55921113,0.8311712270713193,0.6240927577018738,305.57901215553284,cdk,random
Lasso Regression,-0.120828986,1.3398628344719767,1.1117929220199585,3.135760307312012,cdk,kennard_stone
ElasticNet,-0.05744183,1.301424251326099,1.0676043033599854,7.465540647506714,cdk,kennard_stone
Decision Tree,0.1027398192529053,1.198808588777196,0.8219018579260703,15.182205438613892,cdk,kennard_stone
Bayesian Ridge,0.18879968,1.139868393880645,0.899551272392273,6.712648153305054,cdk,kennard_stone
PLS Regression,0.1988799826448107,1.1327640044828713,0.906279388365372,2.1609110832214355,cdk,kennard_stone
Ridge Regression,0.23902494,1.1040172415817509,0.8479324579238892,0.5226547718048096,cdk,kennard_stone
Gradient Boosting,0.1925594736251579,1.137223747542123,0.9001394959103929,63.59653067588806,cdk,kennard_stone
XGBoost,0.2461766,1.098817204578106,0.7708929777145386,27.1186363697052,cdk,kennard_stone
SVR (RBF),0.23277438,1.108542116238315,0.8467223644256592,0.5272846221923828,cdk,kennard_stone
SVR (Linear),0.23904997,1.103999101171957,0.85111004114151,40.360026836395264,cdk,kennard_stone
k-Nearest Neighbors,-0.037419677,1.2890444205201137,0.9693177938461304,0.0950286388397216,cdk,kennard_stone
MLP Regressor,0.27852827,1.0749798107469222,0.7861346006393433,20.479841232299805,cdk,kennard_stone
AdaBoost,0.0214042750195461,1.251965339007763,1.0388626899347138,253.56645917892456,cdk,kennard_stone
Random Forest,0.3477732,1.0220919784095273,0.7544717192649841,304.6005291938782,cdk,kennard_stone
Lasso Regression,0.13950408,1.1613138505281015,0.9650744199752808,4.428920030593872,cdk_ext,random
ElasticNet,0.22260046,1.1038176806772022,0.9082138538360596,6.059600114822388,cdk_ext,random
Decision Tree,0.3660562452084606,0.9967828829946296,0.6931803465741218,14.355687856674194,cdk_ext,random
Bayesian Ridge,0.47076046,0.910754551518282,0.6992025375366211,7.606319665908813,cdk_ext,random
PLS Regression,0.427876920329576,0.9469345041029464,0.740086367629326,1.5706636905670166,cdk_ext,random
Ridge Regression,0.20944369,1.1131190131581723,0.8250603079795837,0.5306587219238281,cdk_ext,random
Gradient Boosting,0.4848871421008723,0.8985172163047797,0.6960511723136353,69.94547963142395,cdk_ext,random
XGBoost,0.5516947,0.8382279932857616,0.6104108691215515,26.4414119720459,cdk_ext,random
SVR (RBF),0.5263572,0.8615900796122568,0.6433542370796204,0.5412278175354004,cdk_ext,random
SVR (Linear),0.08743483,1.1959338598941045,0.8717814683914185,34.76784157752991,cdk_ext,random
k-Nearest Neighbors,0.42423898,0.9499403483083758,0.6856973767280579,0.1189608573913574,cdk_ext,random
MLP Regressor,0.53261733,0.8558772953582644,0.6319592595100403,29.042582988739014,cdk_ext,random
AdaBoost,0.2822047079717965,1.060658338100869,0.8656025199925844,45.61548399925232,cdk_ext,random
Random Forest,0.58073235,0.8106266947591061,0.6056592464447021,306.795538187027,cdk_ext,random
Lasso Regression,-0.10944879,1.3213606065776884,1.093260645866394,3.4255919456481934,cdk_ext,kennard_stone
ElasticNet,-0.04490304,1.2823474649808015,1.0568002462387085,6.620571851730347,cdk_ext,kennard_stone
Decision Tree,0.3074905454738126,1.0439521193100068,0.7198656906575074,15.283142805099487,cdk_ext,kennard_stone
Bayesian Ridge,0.22686625,1.1030496069023712,0.8787776827812195,6.131292104721069,cdk_ext,kennard_stone
PLS Regression,0.1943574999671167,1.1260013494964147,0.9136901464389976,1.9432387351989744,cdk_ext,kennard_stone
Ridge Regression,0.31958526,1.034795619116594,0.805508017539978,0.5623469352722168,cdk_ext,kennard_stone
Gradient Boosting,0.2148161405574058,1.1116124661526554,0.8861508888708175,68.82476592063904,cdk_ext,kennard_stone
XGBoost,0.30102855,1.0488115305804313,0.7249031662940979,26.44154357910156,cdk_ext,kennard_stone
SVR (RBF),0.26785797,1.073409396363113,0.8222435116767883,0.4975643157958984,cdk_ext,kennard_stone
