model,accuracy,balanced_accuracy,f1_weighted,mcc,time_s
Ridge Classifier,0.6436269044964698,0.6224072253920291,0.6359356194824161,0.4572274872813546,0.1614370346069336
Logistic Regression (L1),0.6046079524340394,0.5914919128554696,0.603578341256627,0.4023963679815786,17.5899441242218
Logistic Regression (ElasticNet),0.6038647342995169,0.5905608141590079,0.6027602735102123,0.4012515576868318,18.577890872955322
SVC (RBF),0.5863991081382386,0.5727130536921586,0.5866303425671313,0.37294471798128587,2.774754762649536
SVC (Linear),0.6618357487922706,0.6453987311981376,0.6581608186404423,0.4860397650023364,17.04911494255066
Decision Tree,0.9256781865477518,0.9249436839211631,0.9264289735480156,0.8882092094860617,0.2358689308166504
Random Forest,0.926049795615013,0.924187538799473,0.9266174863403798,0.8884289954791819,3.712656021118164
